,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 08:56:46:284,0,14.7,0.0,13.2699995,41.657005,-83.60693,1.8056854,true,0,20,1.27,4.9400024,-2.6699998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:350,-54,14.7,0.0,13.33,41.657005,-83.60693,1.786505,true,0,20,1.4,5.010002,-2.5,255,225,245,3,1,5,0,0.45
20170727 08:56:46:549,0,14.7,0.0,13.429999,41.657005,-83.60693,1.7823861,true,0,20,1.35,5.010002,-2.56,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:567,-45,14.7,0.0,13.52,41.657005,-83.60693,2.9071808,true,0,20,1.44,5.0,-1.86,255,225,245,3,1,5,0,0.45
20170727 08:56:46:639,0,14.7,0.0,13.74,41.657005,-83.60693,1.5212166,true,0,20,1.48,5.0200043,-1.9599999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:674,0,14.7,0.0,13.9,41.657005,-83.60693,1.5212166,true,0,20,1.43,4.9500046,-1.5999999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:879,0,14.7,0.0,14.049999,41.657005,-83.60693,1.5125145,true,0,20,1.67,4.8899994,-0.94,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:914,0,14.7,0.0,14.2,41.657005,-83.60693,1.5125145,true,0,20,2.07,4.8499985,-0.25,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:019,0,14.7,0.0,14.349999,41.657005,-83.60693,1.4359317,true,0,20,2.26,4.779999,0.31,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:131,0,14.7,0.0,14.5,41.657005,-83.60693,1.4359317,true,0,20,2.4199998,4.75,0.53,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:282,0,14.7,0.0,14.65,41.657005,-83.60693,1.4805405,true,0,20,2.45,4.790001,0.45,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:299,-51,14.7,0.0,14.32,41.657005,-83.60693,2.7941546,true,0,20,2.36,4.9100037,-0.15,255,225,245,3,1,5,0,0.45
20170727 08:56:47:315,0,14.7,0.0,14.809999,41.657005,-83.60693,1.4805405,true,0,20,2.4199998,4.8899994,0.26999998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:364,-49,14.7,0.0,15.03,41.657005,-83.60693,1.6305213,true,0,20,2.31,4.9100037,-0.6,255,225,245,3,1,5,0,0.45
20170727 08:56:47:531,-49,14.7,0.0,15.09,41.657005,-83.60693,2.9803019,true,0,20,2.04,4.8399963,-1.15,255,225,245,3,1,5,0,0.45
20170727 08:56:47:549,0,14.7,0.0,14.96,41.657005,-83.60693,1.6305213,true,0,20,2.35,4.9100037,-0.26999998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:553,0,14.7,0.0,15.12,41.657005,-83.60693,1.6305213,true,0,20,2.29,4.9100037,-0.81,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:584,-49,14.7,0.0,15.34,41.657005,-83.60693,1.5427573,true,0,20,1.84,4.8099976,-1.3,255,225,245,3,1,5,0,0.45
20170727 08:56:47:699,0,14.7,0.0,15.28,41.657005,-83.60693,1.5427573,true,0,20,2.04,4.840004,-1.15,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:715,0,14.7,0.0,15.429999,41.657005,-83.60693,1.5427573,true,0,20,1.8,4.810005,-1.3299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:744,-55,14.7,0.0,15.58,41.657005,-83.60693,1.6605421,true,0,20,1.34,4.8899994,-1.26,255,225,245,3,1,5,0,0.45
20170727 08:56:47:865,-53,14.7,0.0,15.68,41.657005,-83.60693,1.6605421,true,0,20,1.26,5.0,-1.09,255,225,245,3,1,5,0,0.45
20170727 08:56:47:881,0,14.7,0.0,15.58,41.657005,-83.60693,1.6605421,true,0,20,1.4699999,4.8700027,-1.3299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:887,0,14.7,0.0,15.74,41.657005,-83.60693,1.6605421,true,0,20,1.25,4.9500046,-1.16,255,225,245,3,1,5,0,0.45000002
20170727 08:56:47:964,-61,14.7,0.0,15.86,41.657005,-83.60693,1.504327,true,0,20,1.3,5.040001,-0.92,255,225,245,3,1,5,0,0.45
20170727 08:56:48:122,-49,14.7,0.0,16.01,41.657005,-83.60693,2.9743571,true,0,20,1.33,5.1399994,-0.68,255,225,245,3,1,5,0,0.45
20170727 08:56:48:139,0,14.7,0.0,15.889999,41.657005,-83.60693,1.5045598,true,0,20,1.29,5.010002,-1.03,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:145,0,14.7,0.0,16.05,41.657005,-83.60693,1.5045598,true,0,20,1.3399999,5.060005,-0.84999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:229,0,14.7,0.0,16.199999,41.657005,-83.60693,1.5799999,true,0,20,1.3299999,5.1399994,-0.68,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:264,-53,14.7,0.0,16.41,41.657005,-83.60693,1.58,true,0,20,1.64,5.1600037,-0.67,255,225,245,3,1,5,0,0.45
20170727 08:56:48:294,0,14.7,0.0,16.35,41.657005,-83.60693,1.5799999,true,0,20,1.5,5.169998,-0.66999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:364,-52,14.7,0.0,16.47,41.657005,-83.60693,1.5700319,true,0,20,1.78,5.1500015,-0.72,255,225,245,3,1,5,0,0.45
20170727 08:56:48:536,0,14.7,0.0,16.5,41.657005,-83.60693,1.5701592,true,0,20,1.6999999,5.1600037,-0.69,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:619,0,14.7,0.0,16.82,41.657005,-83.60693,1.6601205,true,0,20,1.9599999,5.1600037,-0.81,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:679,0,14.7,0.0,16.98,41.657005,-83.60693,1.6601205,true,0,20,2.1499999,5.1500015,-0.83,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:859,-50,14.7,0.0,17.3,41.657005,-83.60693,1.7740912,true,0,20,2.57,5.0999985,-0.86,255,225,245,3,1,5,0,0.45
20170727 08:56:48:892,0,14.7,0.0,17.13,41.657005,-83.60693,1.7740912,true,0,20,2.35,5.1399994,-0.91999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:48:911,0,14.7,0.0,17.3,41.657005,-83.60693,1.7740912,true,0,20,2.47,5.1100006,-0.89,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:030,0,14.7,0.0,17.46,41.657005,-83.60693,1.5611854,true,0,20,2.6699998,5.1100006,-0.88,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:109,0,14.7,0.0,17.619999,41.657005,-83.60693,1.5611854,true,0,20,2.76,5.1399994,-0.94,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:205,-49,14.7,0.0,17.55,41.657005,-83.60693,1.6530275,true,0,20,2.74,5.1299973,-0.71,255,225,245,3,1,5,0,0.45
20170727 08:56:49:280,0,14.7,0.0,17.77,41.657005,-83.60693,1.6520592,true,0,20,2.6799998,5.1100006,-0.84,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:308,0,14.7,0.0,17.92,41.657005,-83.60693,1.6520592,true,0,20,2.74,5.130005,-0.71,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:374,-54,14.7,0.0,18.08,41.657005,-83.60693,1.6603011,true,0,20,2.91,5.1200027,-0.88,255,225,245,3,1,5,0,0.45
20170727 08:56:49:607,-55,14.7,0.0,18.38,41.657005,-83.60693,1.6125445,true,0,20,2.76,5.1500015,-0.99,255,225,245,3,1,5,0,0.45
20170727 08:56:49:638,0,14.7,0.0,18.08,41.657005,-83.60693,1.6603011,true,0,20,2.85,5.1200027,-0.82,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:645,0,14.7,0.0,18.23,41.657005,-83.60693,1.6603011,true,0,20,2.9399998,5.1200027,-0.88,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:649,0,14.7,0.0,18.38,41.657005,-83.60693,1.6125445,true,0,20,2.97,5.1399994,-0.93,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:692,0,14.7,0.0,18.539999,41.657005,-83.60693,1.6125445,true,0,20,2.76,5.1500015,-0.98999995,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:807,-53,14.7,0.0,18.76,41.657005,-83.60693,1.6619567,true,0,20,2.12,4.9300003,-1.05,255,225,245,3,1,5,0,0.45
20170727 08:56:49:839,0,14.7,0.0,18.69,41.657005,-83.60693,1.6619567,true,0,20,2.3799999,5.090004,-0.97999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:49:878,0,14.7,0.0,18.85,41.657005,-83.60693,1.6619567,true,0,20,2.06,4.8899994,-1.05,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:010,-49,14.7,0.0,19.13,41.657005,-83.60693,1.5716871,true,0,20,1.7,4.699997,-0.78,255,225,245,3,1,5,0,0.45
20170727 08:56:50:074,-57,14.7,0.0,19.23,41.657005,-83.60693,1.5716871,true,0,20,1.79,4.699997,-0.68,255,225,245,3,1,5,0,0.45
20170727 08:56:50:151,-66,14.7,0.0,19.3,41.657005,-83.60693,3.0038142,true,0,20,2.07,4.75,-0.61,255,225,245,3,1,5,0,0.45
20170727 08:56:50:175,0,14.7,0.0,19.01,41.657005,-83.60693,1.571687,true,0,20,1.78,4.75,-0.95,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:190,0,14.7,0.0,19.17,41.657005,-83.60693,1.571687,true,0,20,1.6999999,4.7000046,-0.78,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:195,-55,14.7,0.0,19.42,41.657005,-83.60693,1.680119,true,0,20,2.22,4.779999,-0.61,255,225,245,3,1,5,0,0.45
20170727 08:56:50:224,0,14.7,0.0,19.33,41.657005,-83.60693,1.680119,true,0,20,1.9,4.709999,-0.63,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:269,-54,14.7,0.0,19.54,41.657005,-83.60693,1.680119,true,0,20,2.57,4.8099976,-0.58,255,225,245,3,1,5,0,0.45
20170727 08:56:50:291,0,14.7,0.0,19.48,41.657005,-83.60693,1.680119,true,0,20,2.3,4.790001,-0.59999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:356,-57,14.7,0.0,19.61,41.657005,-83.60693,1.6351758,true,0,20,2.8,4.8099976,-0.42,255,225,245,3,1,5,0,0.45
20170727 08:56:50:537,0,14.7,0.0,19.64,41.657005,-83.60693,1.6352981,true,0,20,2.71,4.8199997,-0.48999998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:570,-58,14.7,0.0,19.89,41.657005,-83.60693,1.5706369,true,0,20,3.15,4.919998,-0.65,255,225,245,3,1,5,0,0.45
20170727 08:56:50:625,0,14.7,0.0,19.949999,41.657005,-83.60693,1.5730861,true,0,20,3.08,4.8499985,-0.55,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:672,-59,14.7,0.0,20.16,41.657005,-83.60693,1.5730863,true,0,20,3.24,4.970001,-0.66,255,225,245,3,1,5,0,0.45
20170727 08:56:50:690,0,14.7,0.0,20.1,41.657005,-83.60693,1.5730861,true,0,20,3.1999998,4.9500046,-0.7,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:721,-55,14.7,0.0,20.23,41.657005,-83.60693,1.5828456,true,0,20,3.22,4.989998,-0.55,255,225,245,3,1,5,0,0.45
20170727 08:56:50:894,0,14.7,0.0,20.26,41.657005,-83.60693,1.5818343,true,0,20,3.22,4.9900055,-0.55,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:901,0,14.7,0.0,20.41,41.657005,-83.60693,1.5818343,true,0,20,2.9299998,4.9900055,-0.32,255,225,245,3,1,5,0,0.45000002
20170727 08:56:50:989,-60,14.7,0.0,20.66,41.657005,-83.60693,1.7004706,true,0,20,2.36,4.9000015,0.03,255,225,245,3,1,5,0,0.45
20170727 08:56:51:023,0,14.7,0.0,20.56,41.657005,-83.60693,1.7004704,true,0,20,2.49,4.9400024,-0.14999999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:053,-70,14.7,0.0,20.72,41.657005,-83.60693,1.7004706,true,0,20,2.31,4.9100037,0.02,255,225,245,3,1,5,0,0.45
20170727 08:56:51:104,0,14.7,0.0,20.72,41.657005,-83.60693,1.7004704,true,0,20,2.35,4.9000015,0.07,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:109,-55,14.7,0.0,20.81,41.657005,-83.60693,1.7004706,true,0,20,2.27,4.9400024,-0.13,255,225,245,3,1,5,0,0.45
20170727 08:56:51:149,-55,14.7,0.0,20.87,41.657005,-83.60693,1.7397989,true,0,20,2.2,4.970001,-0.39,255,225,245,3,1,5,0,0.45
20170727 08:56:51:190,-51,14.7,0.0,20.97,41.657005,-83.60693,1.7397989,true,0,20,2.1,4.9800034,-0.56,255,225,245,3,1,5,0,0.45
20170727 08:56:51:250,-52,14.7,0.0,21.03,41.657005,-83.60693,1.7397989,true,0,20,1.88,4.959999,-0.82,255,225,245,3,1,5,0,0.45
20170727 08:56:51:293,-60,14.7,0.0,21.13,41.657005,-83.60693,1.7397989,true,0,20,1.7,4.9400024,-1.04,255,225,245,3,1,5,0,0.45
20170727 08:56:51:299,0,14.7,0.0,20.869999,41.657005,-83.60693,1.7397989,true,0,20,2.26,4.9500046,-0.22,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:311,0,14.7,0.0,21.029999,41.657005,-83.60693,1.7397989,true,0,20,2.05,4.9800034,-0.64,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:353,-54,14.7,0.0,21.19,41.657005,-83.60693,1.6360317,true,0,20,1.53,4.9400024,-1.33,255,225,245,3,1,5,0,0.45
20170727 08:56:51:419,-60,14.7,0.0,21.32,41.657005,-83.60693,1.6360317,true,0,20,1.44,4.9400024,-1.5,255,225,245,3,1,5,0,0.45
20170727 08:56:51:486,-63,14.7,0.0,21.41,41.657005,-83.60693,1.6360317,true,0,20,1.49,4.970001,-1.61,255,225,245,3,1,5,0,0.45
20170727 08:56:51:492,0,14.7,0.0,21.189999,41.657005,-83.60693,1.6360317,true,0,20,1.64,4.9300003,-1.15,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:521,0,14.7,0.0,21.35,41.657005,-83.60693,1.6360317,true,0,20,1.4399999,4.9400024,-1.5,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:526,-56,14.7,0.0,21.48,41.657005,-83.60693,1.5276126,true,0,20,1.48,4.989998,-1.68,255,225,245,3,1,5,0,0.45
20170727 08:56:51:576,-61,14.7,0.0,21.58,41.657005,-83.60693,1.5214795,true,0,20,1.52,5.010002,-1.79,255,225,245,3,1,5,0,0.45
20170727 08:56:51:654,-55,14.7,0.0,21.64,41.657005,-83.60693,1.5214795,true,0,20,1.5,5.0,-1.91,255,225,245,3,1,5,0,0.45
20170727 08:56:51:689,0,14.7,0.0,21.51,41.657005,-83.60693,1.5214795,true,0,20,1.48,4.9900055,-1.68,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:712,-54,14.7,0.0,21.8,41.657005,-83.60693,1.6807438,true,0,20,1.6,4.9800034,-2.0,255,225,245,3,1,5,0,0.45
20170727 08:56:51:727,0,14.7,0.0,21.67,41.657005,-83.60693,1.5214795,true,0,20,1.48,5.010002,-1.8499999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:769,-55,14.7,0.0,21.9,41.657005,-83.60693,1.6815468,true,0,20,1.82,4.9400024,-1.92,255,225,245,3,1,5,0,0.45
20170727 08:56:51:809,-57,14.7,0.0,21.97,41.657005,-83.60693,1.6815468,true,0,20,1.95,4.9100037,-1.83,255,225,245,3,1,5,0,0.45
20170727 08:56:51:826,0,14.7,0.0,21.84,41.657005,-83.60693,1.6815468,true,0,20,1.5999999,4.9800034,-2.0,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:870,-57,14.7,0.0,22.06,41.657005,-83.60693,1.6815468,true,0,20,2.12,4.8700027,-1.7,255,225,245,3,1,5,0,0.45
20170727 08:56:51:886,0,14.7,0.0,22.0,41.657005,-83.60693,1.6815468,true,0,20,1.9499999,4.9100037,-1.8299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:51:918,-53,14.7,0.0,22.12,41.657005,-83.60693,3.0472445,true,0,20,2.31,4.8700027,-1.67,255,225,245,3,1,5,0,0.45
20170727 08:56:52:050,-69,14.7,0.0,22.3,41.657005,-83.60693,1.7425843,true,0,20,3.12,4.9800034,-1.65,255,225,245,3,1,5,0,0.45
20170727 08:56:52:104,-56,14.7,0.0,22.37,41.657005,-83.60693,1.7425843,true,0,20,3.32,5.029999,-1.63,255,225,245,3,1,5,0,0.45
20170727 08:56:52:123,0,14.7,0.0,22.16,41.657005,-83.60693,1.7425843,true,0,20,2.31,4.8700027,-1.67,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:151,0,14.7,0.0,22.3,41.657005,-83.60693,1.7425843,true,0,20,2.8999999,4.9300003,-1.66,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:155,-56,14.7,0.0,22.4,41.657005,-83.60693,1.2839003,true,0,20,3.66,5.0899963,-1.55,255,225,245,3,1,5,0,0.45
20170727 08:56:52:200,-66,14.7,0.0,22.45,41.657005,-83.60693,1.2839003,true,0,20,3.86,5.1399994,-1.49,255,225,245,3,1,5,0,0.45
20170727 08:56:52:274,0,14.7,0.0,22.4,41.657005,-83.60693,1.2839003,true,0,20,3.4299998,5.060005,-1.61,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:286,0,14.7,0.0,22.48,41.657005,-83.60693,1.2839003,true,0,20,3.9599998,5.1600037,-1.4699999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:302,-76,14.7,0.0,22.51,41.657005,-83.60693,1.2839003,true,0,20,4.11,5.1900024,-1.38,255,225,245,3,1,5,0,0.45
20170727 08:56:52:351,-59,14.7,0.0,22.54,41.657005,-83.60693,0.65076876,true,0,20,4.17,5.1800003,-1.24,255,225,245,3,1,5,0,0.45
20170727 08:56:52:399,-55,14.7,0.0,22.56,41.657005,-83.60693,0.65076876,true,0,20,4.18,5.169998,-1.14,255,225,245,3,1,5,0,0.45
20170727 08:56:52:452,-73,14.7,0.0,22.58,41.657005,-83.60693,0.65076876,true,0,20,4.08,5.169998,-1.06,255,225,245,3,1,5,0,0.45
20170727 08:56:52:492,-57,14.7,0.0,22.61,41.657005,-83.60693,0.65076876,true,0,20,3.98,5.1500015,-1.02,255,225,245,3,1,5,0,0.45
20170727 08:56:52:546,0,14.7,0.0,22.539999,41.657005,-83.60693,0.65076876,true,0,20,4.14,5.1900024,-1.35,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:569,-55,14.7,0.0,22.63,41.657005,-83.60693,0.58034474,true,0,20,3.78,5.0999985,-1.04,255,225,245,3,1,5,0,0.45
20170727 08:56:52:594,-54,14.7,0.0,22.65,41.657005,-83.60693,0.58034474,true,0,20,3.64,5.0899963,-1.05,255,225,245,3,1,5,0,0.45
20170727 08:56:52:635,0,14.7,0.0,22.63,41.657005,-83.60693,0.58034474,true,0,20,3.9199998,5.1399994,-1.03,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:652,-57,14.7,0.0,22.67,41.657005,-83.60693,0.58034474,true,0,20,3.42,5.0599976,-1.12,255,225,245,3,1,5,0,0.45
20170727 08:56:52:670,0,14.7,0.0,22.67,41.657005,-83.60693,0.58034474,true,0,20,3.58,5.080002,-1.05,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:699,-57,14.7,0.0,22.7,41.657005,-83.60693,0.58034474,true,0,20,3.27,5.029999,-1.14,255,225,245,3,1,5,0,0.45
20170727 08:56:52:765,-59,14.7,0.0,22.73,41.657005,-83.60693,0.40999997,true,0,20,3.09,5.029999,-1.14,255,225,245,3,1,5,0,0.45
20170727 08:56:52:800,-65,14.7,0.0,22.76,41.657005,-83.60693,0.40999997,true,0,20,2.95,5.040001,-1.15,255,225,245,3,1,5,0,0.45
20170727 08:56:52:853,-56,14.7,0.0,22.79,41.657005,-83.60693,0.40999997,true,0,20,2.73,5.0699997,-1.27,255,225,245,3,1,5,0,0.45
20170727 08:56:52:879,0,14.7,0.0,22.73,41.657005,-83.60693,0.40999997,true,0,20,3.22,5.0200043,-1.12,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:906,-60,14.7,0.0,22.85,41.657005,-83.60693,0.40999997,true,0,20,2.6,5.1100006,-1.47,255,225,245,3,1,5,0,0.45
20170727 08:56:52:928,0,14.7,0.0,22.789999,41.657005,-83.60693,0.40999997,true,0,20,2.87,5.040001,-1.18,255,225,245,3,1,5,0,0.45000002
20170727 08:56:52:956,-60,14.7,0.0,22.89,41.657005,-83.60693,0.77220464,true,0,20,2.54,5.1600037,-1.7,255,225,245,3,1,5,0,0.45
20170727 08:56:52:991,-55,14.7,0.0,22.96,41.657005,-83.60693,0.77220464,true,0,20,2.55,5.1800003,-1.92,255,225,245,3,1,5,0,0.45
20170727 08:56:53:018,0,14.7,0.0,22.89,41.657005,-83.60693,0.77220464,true,0,20,2.58,5.1399994,-1.55,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:051,-61,14.7,0.0,23.01,41.657005,-83.60693,0.77220464,true,0,20,2.5,5.1900024,-2.25,255,225,245,3,1,5,0,0.45
20170727 08:56:53:101,-56,14.7,0.0,23.08,41.657005,-83.60693,0.77220464,true,0,20,2.43,5.220001,-2.47,255,225,245,3,1,5,0,0.45
20170727 08:56:53:105,0,14.7,0.0,23.01,41.657005,-83.60693,0.77220464,true,0,20,2.51,5.1900024,-2.03,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:153,-57,14.7,0.0,23.14,41.657005,-83.60693,1.2188929,true,0,20,2.34,5.2300034,-2.73,255,225,245,3,1,5,0,0.45
20170727 08:56:53:193,-58,14.7,0.0,23.23,41.657005,-83.60693,1.2188929,true,0,20,2.35,5.260002,-2.89,255,225,245,3,1,5,0,0.45
20170727 08:56:53:254,-61,14.7,0.0,23.29,41.657005,-83.60693,1.2188929,true,0,20,2.32,5.330002,-3.08,255,225,245,3,1,5,0,0.45
20170727 08:56:53:291,0,14.7,0.0,23.14,41.657005,-83.60693,1.2188928,true,0,20,2.3799999,5.2300034,-2.56,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:296,0,14.7,0.0,23.289999,41.657005,-83.60693,1.2188928,true,0,20,2.32,5.290001,-2.95,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:306,-61,14.7,0.0,23.37,41.657005,-83.60693,1.2188929,true,0,20,2.33,5.330002,-3.18,255,225,245,3,1,5,0,0.45
20170727 08:56:53:352,-59,14.7,0.0,23.43,41.657005,-83.60693,1.4214429,true,0,20,2.38,5.3600006,-3.29,255,225,245,3,1,5,0,0.45
20170727 08:56:53:392,-64,14.7,0.0,23.52,41.657005,-83.60693,1.4214429,true,0,20,2.41,5.3700027,-3.34,255,225,245,3,1,5,0,0.45
20170727 08:56:53:450,-62,14.7,0.0,23.58,41.657005,-83.60693,1.4214429,true,0,20,2.46,5.3799973,-3.36,255,225,245,3,1,5,0,0.45
20170727 08:56:53:482,0,14.7,0.0,23.43,41.657005,-83.60693,1.4214429,true,0,20,2.35,5.340004,-3.21,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:498,0,14.7,0.0,23.58,41.657005,-83.60693,1.4214429,true,0,20,2.4199998,5.3700027,-3.36,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:502,-60,14.7,0.0,23.67,41.657005,-83.60693,1.4214429,true,0,20,2.51,5.4000015,-3.32,255,225,245,3,1,5,0,0.45
20170727 08:56:53:597,-66,14.7,0.0,23.83,41.657005,-83.60693,1.4803041,true,0,20,2.58,5.3499985,-3.02,255,225,245,3,1,5,0,0.45
20170727 08:56:53:663,-65,14.7,0.0,23.9,41.657005,-83.60693,1.4803041,true,0,20,2.61,5.3199997,-2.82,255,225,245,3,1,5,0,0.45
20170727 08:56:53:692,0,14.7,0.0,23.73,41.657005,-83.60693,1.4803041,true,0,20,2.51,5.3899994,-3.27,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:715,-60,14.7,0.0,23.99,41.657005,-83.60693,1.4803041,true,0,20,2.61,5.290001,-2.65,255,225,245,3,1,5,0,0.45
20170727 08:56:53:719,0,14.7,0.0,23.9,41.657005,-83.60693,1.4803041,true,0,20,2.58,5.340004,-2.97,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:754,-61,14.7,0.0,24.06,41.657005,-83.60693,1.5247623,true,0,20,2.6,5.220001,-2.4,255,225,245,3,1,5,0,0.45
20170727 08:56:53:794,-60,14.7,0.0,24.15,41.657005,-83.60693,1.5247623,true,0,20,2.68,5.1500015,-2.3,255,225,245,3,1,5,0,0.45
20170727 08:56:53:818,0,14.7,0.0,24.06,41.657005,-83.60693,1.5247623,true,0,20,2.61,5.2700043,-2.56,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:858,-58,14.7,0.0,24.22,41.657005,-83.60693,1.5247623,true,0,20,2.93,5.010002,-2.1,255,225,245,3,1,5,0,0.45
20170727 08:56:53:898,0,14.7,0.0,24.22,41.657005,-83.60693,1.5247623,true,0,20,2.75,5.1100006,-2.24,255,225,245,3,1,5,0,0.45000002
20170727 08:56:53:901,-61,14.7,0.0,24.31,41.657005,-83.60693,1.5247623,true,0,20,3.13,4.9100037,-1.92,255,225,245,3,1,5,0,0.45
20170727 08:56:53:955,-70,14.7,0.0,24.37,41.657005,-83.60693,1.5205591,true,0,20,3.22,4.790001,-1.65,255,225,245,3,1,5,0,0.45
20170727 08:56:53:995,-71,14.7,0.0,24.45,41.657005,-83.60693,1.5205591,true,0,20,3.18,4.739998,-1.54,255,225,245,3,1,5,0,0.45
20170727 08:56:54:055,-55,14.7,0.0,24.49,41.657005,-83.60693,1.5205591,true,0,20,3.04,4.699997,-1.53,255,225,245,3,1,5,0,0.45
20170727 08:56:54:134,-62,14.7,0.0,24.55,41.657005,-83.60693,2.766749,true,0,20,2.8,4.709999,-2.01,255,225,245,3,1,5,0,0.45
20170727 08:56:54:162,0,14.7,0.0,24.369999,41.657005,-83.60693,1.5205591,true,0,20,3.1799998,4.8700027,-1.8299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:54:180,0,14.7,0.0,24.49,41.657005,-83.60693,1.5205591,true,0,20,3.1399999,4.7300034,-1.53,255,225,245,3,1,5,0,0.45000002
20170727 08:56:54:184,-59,14.7,0.0,24.62,41.657005,-83.60693,1.1456876,true,0,20,2.61,4.720001,-3.56,255,225,245,3,1,5,0,0.45
20170727 08:56:54:213,-76,14.7,0.0,24.64,41.657005,-83.60693,1.1456876,true,0,20,2.62,4.720001,-4.8,255,225,245,3,1,5,0,0.45
20170727 08:56:54:244,0,14.7,0.0,24.59,41.657005,-83.60693,1.1456876,true,0,20,2.8,4.709999,-2.01,255,225,245,3,1,5,0,0.45000002
20170727 08:56:54:279,0,14.7,0.0,24.66,41.657005,-83.60693,1.1456876,true,0,20,2.62,4.720001,-4.7999997,255,225,245,3,1,5,0,0.45000002
20170727 08:56:54:354,-61,14.7,0.0,24.71,41.657005,-83.60693,0.9108787,true,0,20,3.0,4.7300034,-9.35,255,225,245,3,1,5,0,0.45
20170727 08:56:54:395,-65,14.7,0.0,24.74,41.657005,-83.60693,0.9108787,true,0,20,3.12,4.709999,-10.76,255,225,245,3,1,5,0,0.45
20170727 08:56:54:455,-69,14.7,0.0,24.76,41.657005,-83.60693,0.9108787,true,0,20,3.24,4.760002,-12.61,255,225,245,3,1,5,0,0.45
